 ,#genre#
Nippon TV (日テレ) Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd03
日テレNEWS24 Ⓢ,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
TV Asahi Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd06
TBS Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd04
TV Tokyo Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd07
Fuji TV (フジテレビ) Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd05
Tokyo MX1 Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd08
MBS TV (MBSテレビ) Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx01
ABC TV (ABCテレビ) Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx02
Kansai TV (カンテレ) Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx03
Yomiuri TV (読売テレビ) Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx04
TV Osaka (テレビ大阪) Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx05
Sun TV (サンテレビ) Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx07
NHK Kishou-Saigai Ⓢ,https://newssimul-stream.nhk.jp/hls/live/2010561/nhknewssimul/master.m3u8
NHK BS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs11
NHK BSP4K,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs01
BS Nippon TV (BS日テレ),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs02
BS Asahi,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03&isp=10&bind=0&uin=159413&playseek=0
BS-TBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs04
BS TV Tokyo,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs05&isp=10&bind=0&uin=159413&playseek=0
BS Fuji TV (BSフジテレビ),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs06
KBC TV,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
TJB TV,http://1.245.74.5:1935/live/tv/.m3u8
UBC TV,http://59.23.231.102:1935/live/UBCstream/playlist.m3u8
TV 21 Ⓢ Ⓖ,https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(TV21)/index.m3u8
Телевизија Здравкин,http://zdravkin.hugo.mk:1935/live/zdravkin/playlist.m3u8
ТВ Сонце,https://media2.streambrothers.com:1936/8142/8142/playlist.m3u8
Орбис,http://tvorbis.hugo.mk:1935/live/orbistv/index.m3u8
M»Net,http://ares.mnet.mk/hls/mnet.m3u8
Македонско Сонце,https://media2.streambrothers.com:1936/8128/8128/playlist.m3u8
Канал 8,http://kanal8.hugo.mk:1935/live/kanal8/index.m3u8




































